procedure,predictor,window_months,horizon,benchmark,window_type,R2_oos_raw,cw_stat,cw_p_raw,beta_avg,cw_q_h,cw_q_global_bench,significant
Expanding,wing_curve,60,1m,expanding,expanding,-2.451,-1.37997312123892,0.9162025395690231,0.002064,0.9992938016691973,0.9955887395331636,0
Expanding,wing_curve,72,1m,expanding,expanding,-1.981,-0.9037076642169097,0.8169247829714024,0.001792,0.9992938016691973,0.9955887395331636,0
Expanding,wing_curve,120,1m,expanding,expanding,-0.894,-0.3740687105594865,0.645823401522821,9.95e-4,0.9992938016691973,0.9955887395331636,0
Expanding,wing_curve,48,3m,expanding,expanding,-4.2,-0.7154908485606856,0.762847103168498,0.006013,0.9826253444871588,0.9955887395331636,0
Expanding,wing_curve,60,3m,expanding,expanding,-6.723,-1.7595559197750523,0.9607584344920306,0.0053,0.9826253444871588,0.9955887395331636,0
Expanding,wing_curve,72,3m,expanding,expanding,-5.171,-1.0559121545878014,0.854495824730625,0.004494,0.9826253444871588,0.9955887395331636,0
Expanding,wing_curve,120,3m,expanding,expanding,-1.603,-0.0027488545286217633,0.5010966329130768,0.002514,0.9826253444871588,0.9955887395331636,0
Expanding,wing_curve,48,6m,expanding,expanding,-4.774,-0.43573572717086373,0.6684857594648581,0.009739,0.8449110364940271,0.9955887395331636,0
Expanding,wing_curve,60,6m,expanding,expanding,-7.518,-0.9107296010471547,0.8187810683104801,0.008619,0.896821000599977,0.9955887395331636,0
Expanding,wing_curve,72,6m,expanding,expanding,-5.496,-0.34886823601530187,0.6364058836326919,0.007435,0.8449110364940271,0.9955887395331636,0
Expanding,wing_curve,120,6m,expanding,expanding,-0.632,0.5341450164296264,0.2966206033278792,0.004638,0.7301430235763181,0.9955887395331636,0
Expanding,wing_slope,48,12m,expanding,expanding,-5.459,-0.49692503812782624,0.6903790428702485,0.148872,0.7985107001872755,0.9955887395331636,0
Expanding,wing_slope,60,12m,expanding,expanding,-1.108,0.3197592670080728,0.3745754139429963,0.146809,0.6538043588823211,0.9955887395331636,0
Expanding,wing_slope,72,12m,expanding,expanding,-1.096,0.33465788636304145,0.368941586563456,0.148221,0.6538043588823211,0.9955887395331636,0
Expanding,wing_slope,120,12m,expanding,expanding,-7.965,-1.0529951514262044,0.8538283928677276,0.13379,0.900742040827493,0.9955887395331636,0
Expanding,wing_slope,48,1m,expanding,expanding,-1.09,-1.5427933449448803,0.9385595376407074,-0.0028,0.9992938016691973,0.9955887395331636,0
Expanding,wing_slope,60,1m,expanding,expanding,-0.946,-1.3055336415693004,0.904144400248208,-0.003278,0.9992938016691973,0.9955887395331636,0
Expanding,wing_slope,72,1m,expanding,expanding,-0.985,-1.2091331247879264,0.886694147506576,-0.003197,0.9992938016691973,0.9955887395331636,0
Expanding,wing_slope,120,1m,expanding,expanding,-1.009,-1.0136219382348948,0.844618407319759,-0.003973,0.9992938016691973,0.9955887395331636,0
Expanding,wing_slope,48,3m,expanding,expanding,-1.393,-0.9013101613991247,0.8162882837240091,-0.014378,0.9826253444871588,0.9955887395331636,0
Expanding,wing_slope,60,3m,expanding,expanding,-0.26,-0.032252071987699006,0.5128644848431936,-0.01564,0.9826253444871588,0.9955887395331636,0
Expanding,wing_slope,72,3m,expanding,expanding,-0.188,0.0633553043324327,0.47474178884281104,-0.015335,0.9826253444871588,0.9955887395331636,0
Expanding,wing_slope,120,3m,expanding,expanding,-0.023,0.17548273930892463,0.430350166186337,-0.015135,0.9826253444871588,0.9955887395331636,0
Expanding,wing_slope,48,6m,expanding,expanding,-2.168,-0.8196156178008757,0.793782366246013,-0.025331,0.8965071430543204,0.9955887395331636,0
Expanding,wing_slope,60,6m,expanding,expanding,-1.105,-0.28677230232855716,0.6128566639426566,-0.026589,0.8449110364940271,0.9955887395331636,0
Expanding,wing_slope,72,6m,expanding,expanding,-1.142,-0.2426110731711082,0.5958466488403696,-0.02389,0.8449110364940271,0.9955887395331636,0
Expanding,wing_slope,120,6m,expanding,expanding,-0.781,-0.1439394605223306,0.5572258624321131,-0.016148,0.8449110364940271,0.9955887395331636,0
Rolling,iv_100,48,12m,rolling,rolling,-8.608,0.47900410078126104,0.3159678556679548,0.610629,0.5141171888834519,0.7679218770664219,0
Rolling,iv_100,60,12m,rolling,rolling,-6.874,0.43522766798331347,0.3316985907435782,0.587957,0.5220174542849756,0.791132042518845,0
Rolling,iv_100,72,12m,rolling,rolling,-2.017,0.5394683498496882,0.29478186506700743,0.572467,0.4964747201128546,0.7496439482498732,0
Rolling,iv_100,120,12m,rolling,rolling,6.114,0.9409487439030766,0.17336556326717492,0.492942,0.4267460018884306,0.6434420074438287,0
Rolling,iv_100,48,1m,rolling,rolling,-15.688,-1.0577796435799993,0.854922042273165,0.106583,0.9999271463163794,0.9999271463163794,0
Rolling,iv_100,60,1m,rolling,rolling,-7.379,-0.6257887012738054,0.7342732281174805,0.100205,0.9999271463163794,0.9999271463163794,0
Rolling,iv_100,72,1m,rolling,rolling,-6.789,-0.5459806963554327,0.7074603967671914,0.089402,0.9999271463163794,0.9999271463163794,0
Rolling,iv_100,120,1m,rolling,rolling,-1.595,0.06249527366727589,0.47508421282589613,0.062062,0.9999271463163794,0.9060301144506683,0
Rolling,iv_100,48,3m,rolling,rolling,-19.669,-0.6535084241989708,0.7432857198664082,0.233908,0.9749849786839685,0.9999271463163794,0
Rolling,iv_100,60,3m,rolling,rolling,1.56,1.4747255094166682,0.07014317749768477,0.243962,0.46632194697509116,0.46493258330043513,0
Rolling,iv_100,72,3m,rolling,rolling,3.597,1.5515737803745864,0.06038212044086628,0.235314,0.46632194697509116,0.46493258330043513,0
Rolling,iv_100,120,3m,rolling,rolling,5.082,1.3682441577810176,0.08561783188009423,0.183272,0.46632194697509116,0.4743834806762392,0
Rolling,iv_100,48,6m,rolling,rolling,-14.066,0.05794902231410239,0.476894617270088,0.395964,0.7392483939032289,0.9060301144506683,0
Rolling,iv_100,60,6m,rolling,rolling,-4.092,0.7382548808261203,0.23017978936226763,0.4057,0.5368680066926715,0.7124144373060346,0
Rolling,iv_100,72,6m,rolling,rolling,-1.792,0.688881859119432,0.24544880815034206,0.400682,0.5368680066926715,0.7212883143351924,0
Rolling,iv_100,120,6m,rolling,rolling,7.078,1.0999871448905991,0.13566886147975216,0.346029,0.4341403567352069,0.5720778905071047,0
Rolling,iv_110,48,12m,rolling,rolling,3.167,1.2954321027126634,0.0975856048054698,1.175815,0.2927568144164094,0.4996382966040054,0
Rolling,iv_110,60,12m,rolling,rolling,-2.665,0.8427041844868554,0.19969695316631983,1.174129,0.4564501786658739,0.6757117533050381,0
Rolling,iv_110,72,12m,rolling,rolling,-1.333,0.725258885567998,0.2341466118075936,1.177732,0.47848850423131634,0.7124144373060346,0
Rolling,iv_110,120,12m,rolling,rolling,6.467,1.0936223201593507,0.13706032793399384,1.094162,0.35561598599090294,0.5720778905071047,0
Rolling,iv_110,48,1m,rolling,rolling,-21.28,-1.1495920139667504,0.8748440255305101,0.199135,0.9999271463163794,0.9999271463163794,0
Rolling,iv_110,60,1m,rolling,rolling,-12.953,-0.8165079669756709,0.7928951656181878,0.188339,0.9999271463163794,0.9999271463163794,0
Rolling,iv_110,72,1m,rolling,rolling,-11.958,-0.8061135222636554,0.7899113023276515,0.166356,0.9999271463163794,0.9999271463163794,0
Rolling,iv_110,120,1m,rolling,rolling,-1.056,0.2316009687648362,0.40842397750161646,0.126442,0.9999271463163794,0.8748529551676223,0
Rolling,iv_110,48,3m,rolling,rolling,-19.218,-0.5076956484093494,0.6941665996680433,0.424125,0.9749849786839685,0.9999271463163794,0
Rolling,iv_110,60,3m,rolling,rolling,2.854,1.4879121962581343,0.06838702542013625,0.440015,0.46632194697509116,0.46493258330043513,0
Rolling,iv_110,72,3m,rolling,rolling,4.45,1.482704143092186,0.06907651669497529,0.419774,0.46632194697509116,0.46493258330043513,0
Rolling,iv_110,120,3m,rolling,rolling,4.165,1.2174161198120645,0.11172296646278226,0.345729,0.46632194697509116,0.528691756358367,0
Rolling,iv_110,48,6m,rolling,rolling,-7.814,0.697928284054639,0.24261102250802571,0.704038,0.5368680066926715,0.7212883143351924,0
Rolling,iv_110,60,6m,rolling,rolling,0.824,1.1522760429604955,0.1246038291366367,0.739733,0.42301506211242906,0.5629161222172764,0
Rolling,iv_110,72,6m,rolling,rolling,1.735,1.0116576024136843,0.15585089693144133,0.758095,0.45123158912619804,0.6106810655272803,0
Rolling,iv_110,120,6m,rolling,rolling,7.129,1.185033704203528,0.11800206057551701,0.71862,0.41956288204628267,0.5394379912023635,0
Rolling,iv_120,48,12m,rolling,rolling,5.21,1.4149884319757005,0.07853594389728044,0.950651,0.25131502047129745,0.47121566338368265,0
Rolling,iv_120,60,12m,rolling,rolling,-3.277,0.6997464708581767,0.24204282471916172,0.896797,0.48408564943832344,0.7212883143351924,0
Rolling,iv_120,72,12m,rolling,rolling,-3.47,0.5537415229877392,0.28987787679426974,0.864079,0.4964747201128546,0.7470678167046951,0
Rolling,iv_120,120,12m,rolling,rolling,12.166,1.3627785582246108,0.0864761553316061,0.872065,0.26779712618819956,0.4743834806762392,0
Rolling,iv_120,48,1m,rolling,rolling,-11.068,-0.8805489070121013,0.8107189884462029,0.14027,0.9999271463163794,0.9999271463163794,0
Rolling,iv_120,60,1m,rolling,rolling,-2.056,-0.08519176986889472,0.5339455332555851,0.132279,0.9999271463163794,0.9653082445363206,0
Rolling,iv_120,72,1m,rolling,rolling,-1.281,0.1658534609788326,0.43413613645168403,0.117198,0.9999271463163794,0.891488109077255,0
Rolling,iv_120,120,1m,rolling,rolling,-1.112,0.20116908937473585,0.4202831802487992,0.086393,0.9999271463163794,0.8791151922001155,0
Rolling,iv_120,48,3m,rolling,rolling,-19.46,-0.6940760035109335,0.756182726763168,0.304898,0.9749849786839685,0.9999271463163794,0
Rolling,iv_120,60,3m,rolling,rolling,2.87,1.5093587191220774,0.06560356821550249,0.319338,0.46632194697509116,0.46493258330043513,0
Rolling,iv_120,72,3m,rolling,rolling,4.066,1.5133104219967684,0.06510041331158638,0.300007,0.46632194697509116,0.46493258330043513,0
Rolling,iv_120,120,3m,rolling,rolling,4.636,1.3890713229130343,0.08240553148887395,0.256453,0.46632194697509116,0.47330687154221746,0
Rolling,iv_120,48,6m,rolling,rolling,-7.642,0.6169333692068537,0.26863933783685146,0.643147,0.5386557311348193,0.7281139538098248,0
Rolling,iv_120,60,6m,rolling,rolling,-0.2,1.0333827890700014,0.1507123987723783,0.630643,0.45123158912619804,0.6091953803009817,0
Rolling,iv_120,72,6m,rolling,rolling,-0.186,0.8598404539364479,0.19493849807495067,0.60049,0.49247620566303324,0.6757117533050381,0
Rolling,iv_120,120,6m,rolling,rolling,10.196,1.364715280018057,0.08617127760586622,0.574098,0.33921571565401226,0.4743834806762392,0
Rolling,iv_80,48,12m,rolling,rolling,-17.544,-0.21053622172186282,0.583375407862582,0.35594,0.6794418533984953,0.9999271463163794,0
Rolling,iv_80,60,12m,rolling,rolling,-18.874,-0.2702765519580338,0.6065262484373308,0.326826,0.6850178805880442,0.9999271463163794,0
Rolling,iv_80,72,12m,rolling,rolling,-16.165,-0.3918848072349001,0.6524283354761993,0.265556,0.7282920954152922,0.9999271463163794,0
Rolling,iv_80,120,12m,rolling,rolling,-1.046,0.05313795885603069,0.4788109936840921,0.158324,0.5967805739642591,0.9060301144506683,0
Rolling,iv_80,48,1m,rolling,rolling,-18.898,-0.983402054239377,0.8372952001670895,0.067231,0.9999271463163794,0.9999271463163794,0
Rolling,iv_80,60,1m,rolling,rolling,-11.427,-0.8436934447915004,0.8005796342243573,0.061851,0.9999271463163794,0.9999271463163794,0
Rolling,iv_80,72,1m,rolling,rolling,-7.985,-0.7819893053490483,0.7828895706145297,0.050546,0.9999271463163794,0.9999271463163794,0
Rolling,iv_80,120,1m,rolling,rolling,-2.093,-0.6318458389885657,0.7362561913879337,0.03304,0.9999271463163794,0.9999271463163794,0
Rolling,iv_80,48,3m,rolling,rolling,-15.9,-0.9870569029578723,0.8381926281441694,0.158377,0.9749849786839685,0.9999271463163794,0
Rolling,iv_80,60,3m,rolling,rolling,-0.822,0.8034575162374465,0.21085517128866554,0.169401,0.6133968619306635,0.6980033256452377,0
Rolling,iv_80,72,3m,rolling,rolling,-0.259,0.7231679026252957,0.23478836795702202,0.146461,0.6439909521106889,0.7124144373060346,0
Rolling,iv_80,120,3m,rolling,rolling,2.792,1.1008168665683156,0.1354881847335068,0.096154,0.5005531498563894,0.5720778905071047,0
Rolling,iv_80,48,6m,rolling,rolling,-14.839,-0.010224062309186268,0.5040787396730405,0.290019,0.7392483939032289,0.9306069040117672,0
Rolling,iv_80,60,6m,rolling,rolling,-13.563,0.030599321609890626,0.4877945415873137,0.295843,0.7392483939032289,0.9154498124888635,0
Rolling,iv_80,72,6m,rolling,rolling,-13.302,-0.2213651242716064,0.5875959271890915,0.259149,0.8295471913257763,0.9999271463163794,0
Rolling,iv_80,120,6m,rolling,rolling,3.286,0.7520343262450815,0.22601520812431533,0.187632,0.5368680066926715,0.7124144373060346,0
Rolling,iv_90,48,12m,rolling,rolling,-8.928,0.40303205017438903,0.3434623234078849,0.547561,0.5308001277662032,0.8091382342860602,0
Rolling,iv_90,60,12m,rolling,rolling,-11.05,0.1905379247282432,0.424443813924974,0.539866,0.5738958610816549,0.8810077002550812,0
Rolling,iv_90,72,12m,rolling,rolling,-9.139,0.1040992466781144,0.4585452943376157,0.524282,0.5948695710325825,0.8983744542124715,0
Rolling,iv_90,120,12m,rolling,rolling,1.903,0.5470052699912693,0.2921875557764232,0.488489,0.4964747201128546,0.7480001427876434,0
Rolling,iv_90,48,1m,rolling,rolling,-19.49,-1.102177821757742,0.8648078140548792,0.096166,0.9999271463163794,0.9999271463163794,0
Rolling,iv_90,60,1m,rolling,rolling,-11.178,-0.8237625580037032,0.7949627569836222,0.092863,0.9999271463163794,0.9999271463163794,0
Rolling,iv_90,72,1m,rolling,rolling,-10.43,-0.7964744293778483,0.7871218338482718,0.082835,0.9999271463163794,0.9999271463163794,0
Rolling,iv_90,120,1m,rolling,rolling,-2.797,-0.3508471373466062,0.6371484841286708,0.055113,0.9999271463163794,0.9999271463163794,0
Rolling,iv_90,48,3m,rolling,rolling,-17.242,-0.7560264139727899,0.7751833204482383,0.219611,0.9749849786839685,0.9999271463163794,0
Rolling,iv_90,60,3m,rolling,rolling,1.196,1.3004513991085445,0.09672315165098479,0.235176,0.46632194697509116,0.4996382966040054,0
Rolling,iv_90,72,3m,rolling,rolling,2.735,1.2864157239940437,0.09914900682780153,0.224386,0.46632194697509116,0.5009634029194182,0
Rolling,iv_90,120,3m,rolling,rolling,4.516,1.229763255686498,0.10939288580034237,0.179001,0.46632194697509116,0.5250858518416434,0
Rolling,iv_90,48,6m,rolling,rolling,-11.82,0.14709215280667237,0.4415296418304948,0.362251,0.7308076830297845,0.8923546445416316,0
Rolling,iv_90,60,6m,rolling,rolling,-6.219,0.5106608967349258,0.30479426316667974,0.381758,0.565734607398495,0.7639218902451016,0
Rolling,iv_90,72,6m,rolling,rolling,-6.001,0.3129171327198363,0.3771718103762228,0.37485,0.6705276628910628,0.8392183372290132,0
Rolling,iv_90,120,6m,rolling,rolling,4.656,0.8848732683923527,0.18811249348946454,0.35044,0.4880756587834756,0.6750953037378914,0
Rolling,iv_skew_80_100,48,12m,rolling,rolling,-11.719,0.3898125435221765,0.3483375838465709,-0.269467,0.5308001277662032,0.8106765587702013,0
Rolling,iv_skew_80_100,60,12m,rolling,rolling,-12.065,0.34926860095772194,0.36344383436150063,-0.386887,0.5367785861339086,0.8307287642548585,0
Rolling,iv_skew_80_100,72,12m,rolling,rolling,-5.452,0.724889221626842,0.23425999686324864,-0.55044,0.47848850423131634,0.7124144373060346,0
Rolling,iv_skew_80_100,120,12m,rolling,rolling,4.068,0.8056263191134845,0.2102291726644872,-0.423465,0.46934885059978537,0.6980033256452377,0
Rolling,iv_skew_80_100,48,1m,rolling,rolling,-6.954,-2.3455698449051376,0.990500990630459,0.029906,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_100,60,1m,rolling,rolling,-5.198,-2.044419391756945,0.9795439333946915,0.013538,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_100,72,1m,rolling,rolling,-4.087,-1.8439538695174889,0.967405068334111,-0.007586,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_100,120,1m,rolling,rolling,0.045,0.4227918877453359,0.33622355344763066,-0.027193,0.9999271463163794,0.7969743489129023,0
Rolling,iv_skew_80_100,48,3m,rolling,rolling,-13.261,-0.8730734016147195,0.8086884647119158,0.070909,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_100,60,3m,rolling,rolling,-14.485,-1.3936990954751727,0.9182957552493114,0.024967,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_100,72,3m,rolling,rolling,-10.866,-1.0941388673804915,0.8630529609216708,-0.039922,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_100,120,3m,rolling,rolling,0.904,0.9469751198295983,0.17182572858658662,-0.071102,0.5688024118728384,0.6434420074438287,0
Rolling,iv_skew_80_100,48,6m,rolling,rolling,-18.224,-0.5513972375507854,0.7093193030170427,0.160937,0.906394525198817,0.9999271463163794,0
Rolling,iv_skew_80_100,60,6m,rolling,rolling,-23.866,-1.0514280095388835,0.8534689714167563,0.06728,0.9399974897192711,0.9999271463163794,0
Rolling,iv_skew_80_100,72,6m,rolling,rolling,-18.981,-0.7880679519282883,0.7846715200815958,-0.064007,0.92905947539421,0.9999271463163794,0
Rolling,iv_skew_80_100,120,6m,rolling,rolling,2.616,1.136920311985557,0.1277858000131296,-0.138823,0.42301506211242906,0.5705198441667889,0
Rolling,iv_skew_80_110,48,12m,rolling,rolling,-18.45,-0.8968283662651998,0.8150947454899821,0.146164,0.8598801710663547,0.9999271463163794,0
Rolling,iv_skew_80_110,60,12m,rolling,rolling,-6.446,0.05970398744029031,0.4761956979423188,0.033022,0.5967805739642591,0.9060301144506683,0
Rolling,iv_skew_80_110,72,12m,rolling,rolling,2.231,1.0229724413189525,0.1531604380473097,-0.105959,0.38693163296162447,0.6097891374788068,0
Rolling,iv_skew_80_110,120,12m,rolling,rolling,-6.564,-0.4743786223214972,0.6823850326353142,-0.306629,0.7529765877355191,0.9999271463163794,0
Rolling,iv_skew_80_110,48,1m,rolling,rolling,-10.621,-1.1174651588040996,0.8681022556871307,0.099105,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_110,60,1m,rolling,rolling,-7.6,-1.2522521336242707,0.8947609976660588,0.079341,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_110,72,1m,rolling,rolling,-4.788,-1.0746628093033437,0.8587371398987136,0.057319,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_110,120,1m,rolling,rolling,-1.477,-0.8813928178762628,0.8109473781752785,0.025364,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_110,48,3m,rolling,rolling,-13.278,-0.7671129897345221,0.7784928302952805,0.32281,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_110,60,3m,rolling,rolling,-8.944,-0.4772150767133041,0.6833955118669301,0.272696,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_110,72,3m,rolling,rolling,-6.521,-0.2551055900487853,0.6006792266274507,0.208867,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_110,120,3m,rolling,rolling,-0.229,0.2151454904410657,0.4148269439971141,0.074802,0.9050769687209762,0.8791151922001155,0
Rolling,iv_skew_80_110,48,6m,rolling,rolling,-22.802,-0.5756151550926293,0.7175623324490635,0.475683,0.906394525198817,0.9999271463163794,0
Rolling,iv_skew_80_110,60,6m,rolling,rolling,-21.528,-0.7798754467931485,0.7822679039984277,0.376969,0.92905947539421,0.9999271463163794,0
Rolling,iv_skew_80_110,72,6m,rolling,rolling,-16.278,-0.7638742767223098,0.7775289160379164,0.253824,0.92905947539421,0.9999271463163794,0
Rolling,iv_skew_80_110,120,6m,rolling,rolling,-1.141,-0.17161843129982957,0.5681312418191267,0.027394,0.8140387942483008,0.9916472584479301,0
Rolling,iv_skew_80_120,48,12m,rolling,rolling,-17.526,-1.4673926490069746,0.9288653634786932,-0.079076,0.930960579033112,0.9999271463163794,0
Rolling,iv_skew_80_120,60,12m,rolling,rolling,-4.249,-0.10162306374047618,0.5404720639981996,-0.167237,0.6405594832571263,0.9653082445363206,0
Rolling,iv_skew_80_120,72,12m,rolling,rolling,2.879,1.122880472758135,0.13074413095488913,-0.265289,0.3486510158797043,0.5705198441667889,0
Rolling,iv_skew_80_120,120,12m,rolling,rolling,-2.839,0.02230913588295323,0.4911006806580881,-0.4026,0.5967805739642591,0.9154498124888635,0
Rolling,iv_skew_80_120,48,1m,rolling,rolling,-9.152,-1.5132291783645397,0.934889272492724,0.055776,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_120,60,1m,rolling,rolling,-7.722,-1.1312440173673466,0.8710238000444432,0.046103,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_120,72,1m,rolling,rolling,-6.482,-1.2210291890116571,0.888962515834964,0.032933,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_120,120,1m,rolling,rolling,-1.942,-1.0339136323215796,0.8494117293079946,0.005447,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_80_120,48,3m,rolling,rolling,-11.406,-1.9003134799593395,0.9713040033021819,0.169426,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_120,60,3m,rolling,rolling,-7.508,-1.5092814707782312,0.9343865660916563,0.139877,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_120,72,3m,rolling,rolling,-5.944,-1.392773670711531,0.9181558786602936,0.103653,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_120,120,3m,rolling,rolling,-0.67,-0.30402903459071795,0.6194471144432689,0.025267,0.9749849786839685,0.9999271463163794,0
Rolling,iv_skew_80_120,48,6m,rolling,rolling,-20.982,-1.2152879556350586,0.887871857992971,0.258715,0.9399974897192711,0.9999271463163794,0
Rolling,iv_skew_80_120,60,6m,rolling,rolling,-18.928,-1.4078631971178748,0.920414208683453,0.189235,0.9399974897192711,0.9999271463163794,0
Rolling,iv_skew_80_120,72,6m,rolling,rolling,-14.356,-1.6201567621980655,0.9474006966203352,0.105618,0.9474006966203352,0.9999271463163794,0
Rolling,iv_skew_80_120,120,6m,rolling,rolling,-0.469,0.05274122770964845,0.47896904487886877,-0.028867,0.7392483939032289,0.9060301144506683,0
Rolling,iv_skew_90_100,48,12m,rolling,rolling,10.071,2.541825386490761,0.005513762460874317,-0.624878,0.03780865687456674,0.1176269324986521,1
Rolling,iv_skew_90_100,60,12m,rolling,rolling,8.334,3.489940365656875,2.4156417205682763e-4,-0.426854,0.005797540129363863,0.02319016051745545,1
Rolling,iv_skew_90_100,72,12m,rolling,rolling,6.429,2.9142068319790293,0.0017829678154055294,-0.255312,0.019018323364325646,0.06224178555597484,1
Rolling,iv_skew_90_100,120,12m,rolling,rolling,4.305,1.898238102118968,0.028832361842785984,-0.040836,0.1456793019424976,0.4428650779051927,0
Rolling,iv_skew_90_100,48,1m,rolling,rolling,-3.79,-1.1407882632970916,0.8730209770503577,-0.322485,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_90_100,60,1m,rolling,rolling,-2.502,-0.06600606040760425,0.5263134997641349,-0.296165,0.9999271463163794,0.9578406820352028,0
Rolling,iv_skew_90_100,72,1m,rolling,rolling,-1.84,0.13374407248478484,0.44680247670411244,-0.268111,0.9999271463163794,0.8960681148326142,0
Rolling,iv_skew_90_100,120,1m,rolling,rolling,-0.933,-0.03609355598962692,0.5143961197214748,-0.167836,0.9999271463163794,0.9406100474906968,0
Rolling,iv_skew_90_100,48,3m,rolling,rolling,-5.905,0.12944842186359443,0.4485014174266751,-0.500516,0.9100691791268737,0.8960681148326142,0
Rolling,iv_skew_90_100,60,3m,rolling,rolling,-4.599,0.318013320398072,0.3752374164056886,-0.442546,0.8377393482545605,0.8392183372290132,0
Rolling,iv_skew_90_100,72,3m,rolling,rolling,-2.792,0.5721424523650618,0.2836127353695778,-0.37251,0.6806705648869867,0.7408659209654277,0
Rolling,iv_skew_90_100,120,3m,rolling,rolling,0.183,0.8460327169691801,0.19876724653718686,-0.17768,0.5963017396115606,0.6757117533050381,0
Rolling,iv_skew_90_100,48,6m,rolling,rolling,-3.685,1.8625889331019376,0.031260061284169756,-0.569353,0.3183777472600806,0.44535423335338464,0
Rolling,iv_skew_90_100,60,6m,rolling,rolling,-2.802,1.4572721635746013,0.07252063377906517,-0.469932,0.3183777472600806,0.46493258330043513,0
Rolling,iv_skew_90_100,72,6m,rolling,rolling,0.251,1.647654629930427,0.049711781596872014,-0.346373,0.3183777472600806,0.46493258330043513,0
Rolling,iv_skew_90_100,120,6m,rolling,rolling,0.748,1.442985544808702,0.0745122716434851,-0.093803,0.3183777472600806,0.46493258330043513,0
Rolling,iv_skew_90_110,48,12m,rolling,rolling,-13.112,-0.648476176053225,0.7416614925532137,0.206369,0.7911055920567612,0.9999271463163794,0
Rolling,iv_skew_90_110,60,12m,rolling,rolling,-12.474,-0.5783301125940201,0.7184793660655568,0.269953,0.7749889791268928,0.9999271463163794,0
Rolling,iv_skew_90_110,72,12m,rolling,rolling,-1.669,0.3029680554332218,0.3809571031115363,0.222788,0.5399382684377843,0.8392183372290132,0
Rolling,iv_skew_90_110,120,12m,rolling,rolling,0.959,0.4906640965657488,0.31183202208010335,0.105845,0.5141171888834519,0.7639218902451016,0
Rolling,iv_skew_90_110,48,1m,rolling,rolling,-10.57,-1.0597381260200038,0.8553681236903401,0.051456,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_90_110,60,1m,rolling,rolling,-7.586,-1.0059777008074648,0.8427868515309084,0.065302,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_90_110,72,1m,rolling,rolling,-6.081,-0.8641285929486433,0.8062413733288474,0.065615,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_90_110,120,1m,rolling,rolling,-3.478,-0.7601616136372432,0.7764210064525101,0.05268,0.9999271463163794,0.9999271463163794,0
Rolling,iv_skew_90_110,48,3m,rolling,rolling,-4.501,0.1528080674717298,0.43927481776733324,0.301334,0.9100691791268737,0.8923546445416316,0
Rolling,iv_skew_90_110,60,3m,rolling,rolling,-2.364,0.6304346677702746,0.2642051174259482,0.346882,0.6623315963139496,0.7281139538098248,0
Rolling,iv_skew_90_110,72,3m,rolling,rolling,-1.062,0.6545563026933747,0.2563767329876953,0.338752,0.6623315963139496,0.7281139538098248,0
Rolling,iv_skew_90_110,120,3m,rolling,rolling,2.584,1.0836640824564228,0.13925688318975113,0.271635,0.5005531498563894,0.5749961628480047,0
Rolling,iv_skew_90_110,48,6m,rolling,rolling,-7.006,0.1130228818113789,0.45500620719234003,0.453262,0.7392483939032289,0.8960681148326142,0
Rolling,iv_skew_90_110,60,6m,rolling,rolling,-10.739,-0.38062868250106685,0.6482606024880283,0.495622,0.8765213780119819,0.9999271463163794,0
Rolling,iv_skew_90_110,72,6m,rolling,rolling,-8.056,-0.31683400842739046,0.6243152211985015,0.446401,0.8686124816674803,0.9999271463163794,0
Rolling,iv_skew_90_110,120,6m,rolling,rolling,1.849,0.6114257769455553,0.2704588709867878,0.32453,0.5386557311348193,0.7281139538098248,0
Rolling,iv_skew_90_120,48,12m,rolling,rolling,-13.684,-1.3196063024882758,0.9065167512299104,0.166877,0.930960579033112,0.9999271463163794,0
Rolling,iv_skew_90_120,60,12m,rolling,rolling,-8.826,-1.1624185539628693,0.8774672548557114,0.220823,0.9156180050668293,0.9999271463163794,0
